episode,us_return,jp_return,us_fiscal_revenue,us_employment_gain,us_consumer_surplus,us_domestic_firm_profit,jp_sales_retention,jp_relocation_cost,jp_firm_profit
169,72.34092380951117,404.92473661899567,0.014845707867060748,0.08766196168773269,-0.007422853933530374,0.07012956935018616,0.8035201765596867,0.2973642557859421,0.5061559207737446
170,72.3009193204109,408.91236424446106,0.013877978916938358,0.08756735393880821,-0.006938989458469179,0.07005388315104658,0.8076741471886635,0.29653369188308715,0.5111404553055763
171,72.57211449501891,407.2149035334587,0.012928391479014765,0.0878476564353119,-0.006464195739507382,0.07027812514824952,0.8080094929784536,0.29899086356163024,0.5090186294168234
172,72.37773752018761,400.6067469716072,0.015958618444510998,0.08775971425236545,-0.007979309222255499,0.07020777140189237,0.7989788573235272,0.2982204236090183,0.500758433714509
173,72.46239600591711,406.66825860738754,0.01368901303077855,0.08775235159513012,-0.006844506515389275,0.0702018812761041,0.8064910676330328,0.2981557443737984,0.5083353232592345
174,72.436380757402,410.62514796853065,0.012580239137360803,0.08766777683040439,-0.006290119568680403,0.07013422146432352,0.810696773417294,0.2974153384566307,0.5132814349606633
175,72.454973754328,401.27179503440857,0.015303886207038774,0.08782106875313647,-0.007651943103519387,0.07025685500250918,0.8003478586673737,0.29875811487436293,0.5015897437930107
176,72.13128381519978,411.50600731372833,0.013897991823888048,0.08736442726941743,-0.006948995911944024,0.06989154181553395,0.80913647711277,0.29475396797060965,0.5143825091421604
177,72.36927775274654,411.1516357958317,0.01276770978558377,0.08759613719251189,-0.006383854892791885,0.07007690975400951,0.8107275882735849,0.29678804352879523,0.5139395447447896
178,72.14105538602632,408.272707760334,0.014873155842151042,0.08742305483138504,-0.007436577921075521,0.06993844386510804,0.8056097742170095,0.295268889516592,0.5103408847004176
179,72.51997796413772,420.46961411833763,0.009036996801585834,0.0875979060531264,-0.004518498400792917,0.07007832484250111,0.8223889751359821,0.29680195748806,0.5255870176479222
180,71.66683707038457,416.9555300474167,0.014489002818111753,0.08683461199892914,-0.007244501409055876,0.06946768959914332,0.8112705253064633,0.29007611274719236,0.5211944125592709
181,71.99727883503914,409.24862414598465,0.015411881781118627,0.08727614676236042,-0.0077059408905593135,0.06982091740988834,0.8055420819669963,0.2939813017845154,0.5115607801824809
182,72.27125731511146,406.05358958244324,0.014880450093875994,0.08757989821979145,-0.007440225046937997,0.07006391857583316,0.8042124688625337,0.29664548188447953,0.5075669869780541
183,72.19628978843937,408.782672137022,0.014413871786066176,0.08746736137005051,-0.007206935893033088,0.06997388909604041,0.806637298874557,0.29565895870327946,0.5109783401712774
184,71.86201238216934,412.63339310884476,0.0150506663794395,0.08709620076604196,-0.00752533318971975,0.06967696061283357,0.8081905689090492,0.29239882752299307,0.515791741386056
185,72.00367791513358,415.15942737460136,0.013552846712421428,0.08719446127840197,-0.006776423356210714,0.06975556902272158,0.8122084503993391,0.2932591661810875,0.5189492842182518
186,71.48616319652066,422.0720030367375,0.014077766490324023,0.08659768492323752,-0.0070388832451620115,0.06927814793859002,0.8155821228399872,0.2879921190440654,0.5275900037959218
187,71.88714808344706,412.31703385710716,0.014882170744756172,0.08711831119379485,-0.007441085372378086,0.06969464895503588,0.8079828945919872,0.2925866022706031,0.515396292321384
188,71.03259143763111,432.5471366941929,0.012547915414994816,0.08597897602671983,-0.006273957707497408,0.06878318082137587,0.8231966445222496,0.2825127236545086,0.5406839208677411
189,70.93274682170629,423.8157117366791,0.016908581056664356,0.086068617865352,-0.008454290528332178,0.0688548942922816,0.8130402572453023,0.2832706175744534,0.5297696396708489
190,66.99829373278381,476.87999099493027,0.02140300099554869,0.08155578578438191,-0.010701500497774345,0.06524462862750553,0.8388407785445452,0.24274078980088235,0.5960999887436628
191,68.47161774672324,454.5416720211506,0.02093359526366042,0.0833040403332568,-0.01046679763183021,0.06664323226660546,0.8264921566471458,0.25831506662070747,0.5681770900264382
192,65.27238182381434,495.1086188852787,0.025023644243172802,0.07965544181916015,-0.012511822121586401,0.06372435345532812,0.8436198839917779,0.22473411038517951,0.6188857736065985
193,58.025665011892,582.7505323290825,0.03881005726758087,0.07160825396946544,-0.019405028633790435,0.057286603175572354,0.8787669572979212,0.15032879188656806,0.7284381654113532
194,50.557715109554344,675.4838879406452,0.05634861426475549,0.06347555250017375,-0.028174307132377743,0.05078044200013901,0.9170150952413678,0.07266023531556129,0.8443548599258065
195,50.868949585853365,673.9660887420177,0.053419448093310944,0.06370880710286755,-0.02670972404665547,0.05096704568229404,0.9177866755053401,0.07532906457781792,0.8424576109275221
196,46.34152983192065,753.438954949379,0.04411847087092553,0.05782003445523759,-0.022059235435462766,0.046256027564190075,0.959690923243761,0.01789222955703735,0.9417986936867236
197,44.6466067413524,760.3454911708832,0.060868112998088184,0.056588138535187404,-0.030434056499044092,0.045270510828149924,0.9560098629444839,0.005577998980879784,0.9504318639636039
198,43.6270820485492,753.317586183548,0.08060994695356168,0.05631187491188902,-0.04030497347678084,0.045049499929511225,0.9444440908730031,0.0027971081435680385,0.9416469827294349
199,45.13545470295609,757.2642949223518,0.057039456385346535,0.056991626151886965,-0.028519728192673267,0.04559330092150957,0.9562122482806444,0.00963187962770462,0.9465803686529398
200,44.7249029295581,758.2006911933422,0.06170010983822266,0.056722244378710346,-0.03085005491911133,0.04537779550296828,0.9546762270852924,0.006925363093614578,0.9477508639916777
